CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,crime_hour
GRAND THEFT,2025 Dec 13 05:14:00 PM,25-054262,TRESPASS:OCCUPY PROPERTY W/O CONSENT,14X,200 BAY PL,Oakland,CA,17
PETTY THEFT,2025 Dec 13 06:00:00 PM,25-054375,THEFT,16Y,3600 KINGSLEY ST,Oakland,CA,18
PETTY THEFT,2025 Dec 13 06:16:00 PM,25-915435,THEFT,14Y,3200 LAKESHORE AV,Oakland,CA,18
ROBBERY,2025 Dec 13 07:00:00 PM,25-054273,CARJACKING WITH FIREARM,31Y,600 98TH AV,Oakland,CA,19
ROBBERY,2025 Dec 13 07:00:00 PM,25-054273,BATTERY W/SERIOUS BODILY INJURY,31Y,600 98TH AV,Oakland,CA,19
ROBBERY,2025 Dec 13 07:00:00 PM,25-054273,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,31Y,600 98TH AV,Oakland,CA,19
ROBBERY,2025 Dec 13 07:00:00 PM,25-054273,ROBBERY-FIREARM,31Y,600 98TH AV,Oakland,CA,19
PETTY THEFT,2025 Dec 13 07:00:00 PM,25-054479,THEFT,26X,4800 INTERNATIONAL BLVD,Oakland,CA,19
PETTY THEFT,2025 Dec 13 08:00:00 PM,25-054391,THEFT,31Y,400 STONEFORD AV,Oakland,CA,20
PETTY THEFT,2025 Dec 13 11:00:00 PM,25-054842,THEFT,31Z,200 FOSTER AV,Oakland,CA,23
GRAND THEFT,2025 Dec 13 11:00:00 PM,26-907647,GRAND THEFT,12Y,5500 CLAREMONT AV,Oakland,CA,23
GRAND THEFT,2025 Dec 14 12:00:00 AM,25-055033,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,"03Y",400 7TH ST,Oakland,CA,0
PETTY THEFT,2025 Dec 14 12:00:00 AM,25-054363,THEFT,77X,200 BROOKLYN BASIN WY,Oakland,CA,0
GRAND THEFT,2025 Dec 14 12:00:00 AM,25-915381,GRAND THEFT,18Y,1600 E 32ND ST,Oakland,CA,0
GRAND THEFT,2025 Dec 14 12:00:00 AM,26-006225,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,"03Y",400 7TH ST,Oakland,CA,0
GRAND THEFT,2025 Dec 14 01:10:00 AM,25-915729,GRAND THEFT,10X,900 AILEEN ST,Oakland,CA,1
GRAND THEFT,2025 Dec 14 02:26:00 AM,25-915719,GRAND THEFT,"04X",1900 WEBSTER ST,Oakland,CA,2
PETTY THEFT,2025 Dec 14 02:30:00 AM,25-054603,THEFT,"08X",2900 TELEGRAPH AV,Oakland,CA,2
PETTY THEFT,2025 Dec 14 02:40:00 AM,25-054360,THEFT,22Y,3300 KANSAS ST,Oakland,CA,2
ROBBERY,2025 Dec 14 04:30:00 AM,25-054373,CARJACKING WITH FIREARM,20X,29TH AV & INTERNATIONAL BLVD,Oakland,CA,4
ROBBERY,2025 Dec 14 06:00:00 AM,25-054318,ROBBERY-FIREARM,"04X",2200 MARTIN LUTHER KING JR WY,Oakland,CA,6
ROBBERY,2025 Dec 14 06:00:00 AM,25-054318,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,"04X",2200 MARTIN LUTHER KING JR WY,Oakland,CA,6
PETTY THEFT,2025 Dec 14 08:00:00 AM,25-054369,THEFT,32X,10200 PLYMOUTH ST,Oakland,CA,8
PETTY THEFT,2025 Dec 14 08:00:00 AM,25-054672,THEFT,"01X",,Oakland,CA,8
PETTY THEFT,2025 Dec 14 10:00:00 AM,25-054358,THEFT,33X,1200 83RD AV,Oakland,CA,10
GRAND THEFT,2025 Dec 14 11:05:00 AM,25-916111,GRAND THEFT,21X,2400 GRANDE VISTA AV,Oakland,CA,11
PETTY THEFT,2025 Dec 14 02:40:00 PM,25-054372,THEFT,35Y,9700 MOUNTAIN BLVD,Oakland,CA,14
GRAND THEFT,2025 Dec 14 05:05:00 PM,25-915491,GRAND THEFT,"09X",4100 MONTGOMERY ST,Oakland,CA,17
PETTY THEFT,2025 Dec 14 09:13:00 PM,25-915431,THEFT,27X,4800 GORDON ST,Oakland,CA,21
PETTY THEFT,2025 Dec 14 11:00:00 PM,25-056332,THEFT,24X,3800 NEVIL ST,Oakland,CA,23
GRAND THEFT,2025 Dec 14 11:45:00 PM,25-915482,GRAND THEFT,"01X",200 2ND ST,Oakland,CA,23
PETTY THEFT,2025 Dec 15 12:00:00 AM,25-055041,THEFT,30X,1600 69TH AV,Oakland,CA,0
PETTY THEFT,2025 Dec 15 12:00:00 AM,25-055068,THEFT,32X,1200 106TH AV,Oakland,CA,0
PETTY THEFT,2025 Dec 15 12:00:00 AM,26-010932,THEFT,16Y,1500 MACARTHUR BLVD,Oakland,CA,0
PETTY THEFT,2025 Dec 15 01:00:00 AM,25-054580,THEFT,24X,3400 SALISBURY ST,Oakland,CA,1
PETTY THEFT,2025 Dec 15 01:55:00 AM,25-054624,THEFT,33X,9200 B ST,Oakland,CA,1
ROBBERY,2025 Dec 15 04:57:00 AM,25-054443,VANDALISM-$400+,22X,2100 MONTANA ST,Oakland,CA,4
ROBBERY,2025 Dec 15 04:57:00 AM,25-054443,ATTEMPTED ROBBERY-OTHER DANGEROUS WEAPON,22X,2100 MONTANA ST,Oakland,CA,4
GRAND THEFT,2025 Dec 15 05:30:00 AM,25-916118,GRAND THEFT,20X,1000 CALCOT PL,Oakland,CA,5
GRAND THEFT,2025 Dec 15 07:05:00 AM,25-915394,GRAND THEFT,13Z,6500 MORAGA AV,Oakland,CA,7
GRAND THEFT,2025 Dec 15 07:40:00 AM,25-915373,GRAND THEFT,35X,9400 LAWLOR ST,Oakland,CA,7
PETTY THEFT,2025 Dec 15 08:00:00 AM,25-054629,THEFT,16Y,4600 BENEVIDES AV,Oakland,CA,8
GRAND THEFT,2025 Dec 15 08:00:00 AM,25-915485,GRAND THEFT,17X,1200 E 20TH ST,Oakland,CA,8
PETTY THEFT,2025 Dec 15 10:10:00 AM,25-054483,THEFT,17X,1600 11TH AV,Oakland,CA,10
GRAND THEFT,2025 Dec 15 11:00:00 AM,25-915455,GRAND THEFT,"05Y",1600 17TH ST,Oakland,CA,11
PETTY THEFT,2025 Dec 15 11:21:00 AM,25-054481,THEFT,35X,9600 STEARNS AV,Oakland,CA,11
PETTY THEFT,2025 Dec 15 12:00:00 PM,25-054780,THEFT,14X,400 BELLEVUE AV,Oakland,CA,12
PETTY THEFT,2025 Dec 15 02:00:00 PM,25-054545,THEFT,23X,3500 FOOTHILL BLVD,Oakland,CA,14
PETTY THEFT,2025 Dec 15 03:00:00 PM,25-054595,THEFT,"04X",600 21ST ST,Oakland,CA,15
PETTY THEFT,2025 Dec 15 03:15:00 PM,25-054520,THEFT,30Y,2600 73RD AV,Oakland,CA,15
PETTY THEFT,2025 Dec 15 03:30:00 PM,25-915828,THEFT,"08X",300 30TH ST,Oakland,CA,15
PETTY THEFT,2025 Dec 15 04:25:00 PM,25-054533,THEFT,20X,3000 INTERNATIONAL BLVD,Oakland,CA,16
PETTY THEFT,2025 Dec 15 05:00:00 PM,25-054618,THEFT,12X,5000 TELEGRAPH AV,Oakland,CA,17
PETTY THEFT,2025 Dec 15 05:00:00 PM,25-915791,MAIL/ETC THEFT/ETC,35X,2200 90TH AV,Oakland,CA,17
GRAND THEFT,2025 Dec 15 06:26:00 PM,25-054565,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,18Y,2000 E 25TH ST,Oakland,CA,18
GRAND THEFT,2025 Dec 15 07:00:00 PM,25-054608,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,77X,100 Uptown Cir,Oakland,CA,19
PETTY THEFT,2025 Dec 15 07:00:00 PM,25-054688,THEFT,12Y,5200 LAWTON AV,Oakland,CA,19
GRAND THEFT,2025 Dec 15 08:00:00 PM,25-915492,GRAND THEFT,77X,100 UPTOWN CIR,Oakland,CA,20
PETTY THEFT,2025 Dec 15 09:00:00 PM,25-054836,THEFT,35Y,9700 MOUNTAIN BLVD,Oakland,CA,21
PETTY THEFT,2025 Dec 15 09:00:00 PM,25-054579,THEFT,77X,3500 AV,Oakland,CA,21
GRAND THEFT,2025 Dec 15 09:25:00 PM,25-915506,GRAND THEFT,11X,500 59TH ST,Oakland,CA,21
GRAND THEFT,2025 Dec 15 09:55:00 PM,25-915515,GRAND THEFT,10X,900 60TH ST,Oakland,CA,21
PETTY THEFT,2025 Dec 16 12:00:00 AM,25-054667,THEFT,18Y,2200 E 25TH ST,Oakland,CA,0
PETTY THEFT,2025 Dec 16 12:00:00 AM,25-054657,THEFT,"07X",MARKET ST & SAN PABLO AV,Oakland,CA,0
GRAND THEFT,2025 Dec 16 12:00:00 AM,25-916040,GRAND THEFT,11X,500 58TH ST,Oakland,CA,0
GRAND THEFT,2025 Dec 16 12:10:00 AM,25-915481,GRAND THEFT,12Y,300 62ND ST,Oakland,CA,0
ROBBERY,2025 Dec 16 01:15:00 AM,25-054586,ROBBERY-FIREARM,"07X",800 27TH ST,Oakland,CA,1
GRAND THEFT,2025 Dec 16 02:30:00 AM,25-915809,THEFT,16Y,1200 BATES RD,Oakland,CA,2
GRAND THEFT,2025 Dec 16 03:15:00 AM,25-916047,GRAND THEFT,"09X",4200 TERRACE ST,Oakland,CA,3
PETTY THEFT,2025 Dec 16 04:00:00 AM,25-054614,THEFT,30Y,7900 HILLSIDE ST,Oakland,CA,4
GRAND THEFT,2025 Dec 16 04:00:00 AM,25-915509,GRAND THEFT,12Y,5800 CLOVER DR,Oakland,CA,4
GRAND THEFT,2025 Dec 16 04:18:00 AM,25-915733,GRAND THEFT,27X,5400 TRASK ST,Oakland,CA,4
ROBBERY,2025 Dec 16 05:00:00 AM,25-054732,ROBBERY-KNIFE OR CUTTING INSTRUMENT,27X,4300 INTERNATIONAL BLVD,Oakland,CA,5
GRAND THEFT,2025 Dec 16 05:00:00 AM,25-915478,GRAND THEFT,"03Y",12TH ST & CLAY ST,Oakland,CA,5
GRAND THEFT,2025 Dec 16 05:05:00 AM,25-915866,GRAND THEFT,26Y,1100 65TH AV,Oakland,CA,5
GRAND THEFT,2025 Dec 16 05:35:00 AM,25-915717,GRAND THEFT,22Y,4400 BENNETT PL,Oakland,CA,5
PETTY THEFT,2025 Dec 16 06:00:00 AM,25-055410,THEFT,"02X",1100 MAGNOLIA ST,Oakland,CA,6
PETTY THEFT,2025 Dec 16 07:00:00 AM,25-054693,THEFT,29X,3500 69TH AV,Oakland,CA,7
PETTY THEFT,2025 Dec 16 08:00:00 AM,25-054880,THEFT,21X,GRANDE VISTA AV & E 24TH ST,Oakland,CA,8
PETTY THEFT,2025 Dec 16 08:57:00 AM,25-915702,THEFT,25X,4100 REDDING ST,Oakland,CA,8
PETTY THEFT,2025 Dec 16 09:42:00 AM,25-054616,THEFT,10Y,700 40TH ST,Oakland,CA,9
PETTY THEFT,2025 Dec 16 10:55:00 AM,25-915517,THEFT,13Z,6400 ASPINWALL RD,Oakland,CA,10
GRAND THEFT,2025 Dec 16 11:35:00 AM,25-915724,GRAND THEFT,77X,500 E 39TH ST,Oakland,CA,11
PETTY THEFT,2025 Dec 16 12:00:00 PM,25-055228,THEFT,35X,8700 DOWLING ST,Oakland,CA,12
GRAND THEFT,2025 Dec 16 12:00:00 PM,25-915827,GRAND THEFT,14X,200 BAY PL,Oakland,CA,12
GRAND THEFT,2025 Dec 16 12:16:00 PM,26-002034,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,10X,5800 FREMONT ST,Oakland,CA,12
GRAND THEFT,2025 Dec 16 12:30:00 PM,25-915534,GRAND THEFT,12X,4300 TELEGRAPH AV,Oakland,CA,12
PETTY THEFT,2025 Dec 16 01:00:00 PM,25-054790,THEFT,18X,1700 16TH AV,Oakland,CA,13
GRAND THEFT,2025 Dec 16 02:00:00 PM,26-901193,GRAND THEFT,33X,8000 SAN LEANDRO ST,Oakland,CA,14
GRAND THEFT,2025 Dec 16 03:30:00 PM,26-902417,GRAND THEFT,15X,600 HILLGIRT CIR,Oakland,CA,15
GRAND THEFT,2025 Dec 16 04:00:00 PM,25-915723,GRAND THEFT,77X,200 BROOKLYN BASIN WY,Oakland,CA,16
PETTY THEFT,2025 Dec 16 05:00:00 PM,25-055084,THEFT,17Y,2200 9TH AV,Oakland,CA,17
PETTY THEFT,2025 Dec 16 05:57:00 PM,25-915829,THEFT,"09X",100 41ST ST,Oakland,CA,17
PETTY THEFT,2025 Dec 16 06:00:00 PM,25-056588,THEFT,30Y,2600 73RD AV,Oakland,CA,18
GRAND THEFT,2025 Dec 16 09:00:00 PM,25-915580,GRAND THEFT,"04X",500 17TH ST,Oakland,CA,21
GRAND THEFT,2025 Dec 16 09:15:00 PM,25-915614,GRAND THEFT,14Y,3200 GRAND AV,Oakland,CA,21
GRAND THEFT,2025 Dec 16 09:20:00 PM,25-915581,GRAND THEFT,11X,500 52ND ST,Oakland,CA,21
GRAND THEFT,2025 Dec 16 10:00:00 PM,25-915722,GRAND THEFT,12Y,400 60TH ST,Oakland,CA,22
GRAND THEFT,2025 Dec 16 11:30:00 PM,25-916038,GRAND THEFT,"08X",400 27TH ST,Oakland,CA,23
GRAND THEFT,2025 Dec 17 01:00:00 AM,25-915955,GRAND THEFT,24Y,2800 HIGH ST,Oakland,CA,1
GRAND THEFT,2025 Dec 17 03:25:00 AM,25-915718,GRAND THEFT,22X,2200 DAMUTH ST,Oakland,CA,3
GRAND THEFT,2025 Dec 17 06:50:00 AM,25-915613,GRAND THEFT,22X,3900 RHODA AV,Oakland,CA,6
PETTY THEFT,2025 Dec 17 07:34:00 AM,25-054926,THEFT,"03Y",400 7TH ST,Oakland,CA,7
PETTY THEFT,2025 Dec 17 08:00:00 AM,25-054831,THEFT,30X,2300 CHURCH ST,Oakland,CA,8
PETTY THEFT,2025 Dec 17 09:00:00 AM,25-054743,THEFT,19X,300 9TH AV,Oakland,CA,9
PETTY THEFT,2025 Dec 17 10:30:00 AM,25-054825,THEFT,12Y,400 57TH ST,Oakland,CA,10
PETTY THEFT,2025 Dec 17 11:15:00 AM,25-054761,SHOPLIFT,13Z,2000 MOUNTAIN BLVD,Oakland,CA,11
PETTY THEFT,2025 Dec 17 02:00:00 PM,25-054957,THEFT,16Y,1100 HOLLYWOOD AV,Oakland,CA,14
PETTY THEFT,2025 Dec 17 03:25:00 PM,26-900298,MAIL/ETC THEFT/ETC,13Z,5700 THORNHILL DR,Oakland,CA,15
PETTY THEFT,2025 Dec 17 04:20:00 PM,25-915830,THEFT,"07X",1400 34TH ST,Oakland,CA,16
PETTY THEFT,2025 Dec 17 04:30:00 PM,25-915831,THEFT,14Y,400 SANTA CLARA AV,Oakland,CA,16
PETTY THEFT,2025 Dec 17 05:00:00 PM,25-055658,THEFT,14Y,3200 GRAND AV,Oakland,CA,17
PETTY THEFT,2025 Dec 17 06:00:00 PM,25-054905,PETTY THEFT:$50-,"07X",2600 MYRTLE ST,Oakland,CA,18
ROBBERY,2025 Dec 17 07:40:00 PM,25-054818,ROBBERY-FIREARM,"07X",2200 LINDEN ST,Oakland,CA,19
PETTY THEFT,2025 Dec 17 10:00:00 PM,25-055038,PETTY THEFT:$50-,19X,1100 9TH AV,Oakland,CA,22
ROBBERY,2025 Dec 17 11:30:00 PM,25-054834,ROBBERY-FIREARM,29X,2600 63RD AV,Oakland,CA,23
PETTY THEFT,2025 Dec 17 11:49:00 PM,25-054837,THEFT,34X,9200 SUNNYSIDE ST,Oakland,CA,23
PETTY THEFT,2025 Dec 18 12:00:00 AM,25-055321,THEFT,23X,3700 SAN LEANDRO ST,Oakland,CA,0
GRAND THEFT,2025 Dec 18 01:05:00 AM,25-916056,GRAND THEFT,22X,4200 FRUITVALE AV,Oakland,CA,1
GRAND THEFT,2025 Dec 18 04:00:00 AM,25-916057,GRAND THEFT,15X,200 ACTON PL,Oakland,CA,4
PETTY THEFT,2025 Dec 18 07:00:00 AM,25-056374,THEFT,32Y,1900 98TH AV,Oakland,CA,7
PETTY THEFT,2025 Dec 18 07:00:00 AM,25-054933,THEFT,14X,400 PERKINS ST,Oakland,CA,7
PETTY THEFT,2025 Dec 18 08:50:00 AM,25-054894,THEFT,20X,3100 ELMWOOD AV,Oakland,CA,8
PETTY THEFT,2025 Dec 18 08:51:00 AM,25-915792,MAIL/ETC THEFT/ETC,"03Y",700 BROADWAY,Oakland,CA,8
PETTY THEFT,2025 Dec 18 10:00:00 AM,25-915813,THEFT,"07X",2500 SAN PABLO AV,Oakland,CA,10
PETTY THEFT,2025 Dec 18 10:08:00 AM,25-055034,THEFT,34X,9500 BIRCH ST,Oakland,CA,10
GRAND THEFT,2025 Dec 18 10:15:00 AM,25-916048,GRAND THEFT,20X,2900 FORD ST,Oakland,CA,10
ROBBERY,2025 Dec 18 11:11:00 AM,25-054921,ROBBERY-FIREARM,30Y,7200 BANCROFT AV,Oakland,CA,11
PETTY THEFT,2025 Dec 18 11:19:00 AM,26-003201,THEFT,24X,2100 42ND AV,Oakland,CA,11
PETTY THEFT,2025 Dec 18 12:00:00 PM,26-900883,THEFT,"03X",300 14TH ST,Oakland,CA,12
PETTY THEFT,2025 Dec 18 12:07:00 PM,25-054912,THEFT,21X,2300 E 24TH ST,Oakland,CA,12
PETTY THEFT,2025 Dec 18 02:00:00 PM,25-055015,THEFT,31Y,400 CASWELL AV,Oakland,CA,14
GRAND THEFT,2025 Dec 18 03:20:00 PM,26-900571,GRAND THEFT,30X,7000 LOCKWOOD ST,Oakland,CA,15
PETTY THEFT,2025 Dec 18 04:30:00 PM,25-055125,THEFT,12Y,6000 COLBY ST,Oakland,CA,16
GRAND THEFT,2025 Dec 18 04:42:00 PM,25-054952,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,31X,,Oakland,CA,16
PETTY THEFT,2025 Dec 18 05:00:00 PM,26-007756,THEFT,28X,3200 MADERA AV,Oakland,CA,17
PETTY THEFT,2025 Dec 18 06:00:00 PM,25-055050,THEFT,25X,4300 BERMUDA AV,Oakland,CA,18
PETTY THEFT,2025 Dec 18 07:18:00 PM,25-054966,THEFT,29X,3500 64TH AV,Oakland,CA,19
GRAND THEFT,2025 Dec 18 07:30:00 PM,26-900760,GRAND THEFT,28X,2800 BIRDSALL AV,Oakland,CA,19
PETTY THEFT,2025 Dec 18 10:00:00 PM,25-055006,SHOPLIFT,25X,3600 VIRDEN AV,Oakland,CA,22
PETTY THEFT,2025 Dec 19 12:00:00 AM,25-055225,THEFT,18Y,1900 E 26TH ST,Oakland,CA,0
PETTY THEFT,2025 Dec 19 12:00:00 AM,25-055216,THEFT,"03Y",400 7TH ST,Oakland,CA,0
PETTY THEFT,2025 Dec 19 12:00:00 AM,25-055112,THEFT,32Y,2800 DURANT AV,Oakland,CA,0
GRAND THEFT,2025 Dec 19 12:00:00 AM,25-916031,GRAND THEFT,14X,200 LENOX AV,Oakland,CA,0
GRAND THEFT,2025 Dec 19 12:00:00 AM,25-915886,GRAND THEFT,31X,,Oakland,CA,0
PETTY THEFT,2025 Dec 19 01:00:00 AM,25-055056,THEFT:PERSONAL PROPERTY,15X,100 ATHOL AV,Oakland,CA,1
GRAND THEFT,2025 Dec 19 02:02:00 AM,25-055011,GRAND THEFT,"02Y",1800 10TH ST,Oakland,CA,2
GRAND THEFT,2025 Dec 19 02:03:00 AM,25-055007,ATTEMPTED GRAND THEFT,20X,500 PETERSON ST,Oakland,CA,2
GRAND THEFT,2025 Dec 19 02:03:00 AM,25-055007,EXHIBIT FIREARM,20X,500 PETERSON ST,Oakland,CA,2
GRAND THEFT,2025 Dec 19 05:15:00 AM,25-916049,GRAND THEFT,"09X",3700 HARRISON ST,Oakland,CA,5
PETTY THEFT,2025 Dec 19 06:00:00 AM,25-055604,THEFT,77X,900 83RD AV,Oakland,CA,6
PETTY THEFT,2025 Dec 19 08:30:00 AM,25-915822,THEFT,77X,E 17TH ST,Oakland,CA,8
PETTY THEFT,2025 Dec 19 08:56:00 AM,25-055030,THEFT,34X,8800 BIRCH ST,Oakland,CA,8
PETTY THEFT,2025 Dec 19 09:00:00 AM,26-002009,THEFT,12X,300 49TH ST,Oakland,CA,9
PETTY THEFT,2025 Dec 19 09:55:00 AM,25-915786,MAIL/ETC THEFT/ETC,"02Y",700 WILLOW ST,Oakland,CA,9
PETTY THEFT,2025 Dec 19 10:05:00 AM,25-055080,THEFT,26Y,6600 LION WY,Oakland,CA,10
PETTY THEFT,2025 Dec 19 10:55:00 AM,25-915785,MAIL/ETC THEFT/ETC,"04X",100 14TH ST,Oakland,CA,10
PETTY THEFT,2025 Dec 19 11:30:00 AM,25-915821,THEFT,12X,500 49TH ST,Oakland,CA,11
GRAND THEFT,2025 Dec 19 11:35:00 AM,25-916046,GRAND THEFT,21Y,2600 PLEASANT ST,Oakland,CA,11
ROBBERY,2025 Dec 19 12:30:00 PM,25-055061,ROBBERY-KNIFE OR CUTTING INSTRUMENT,"03X",800 FRANKLIN ST,Oakland,CA,12
PETTY THEFT,2025 Dec 19 12:30:00 PM,25-055081,THEFT,16Y,2000 MACARTHUR BLVD,Oakland,CA,12
GRAND THEFT,2025 Dec 19 01:10:00 PM,25-916042,GRAND THEFT,12X,4900 SHATTUCK AV,Oakland,CA,13
GRAND THEFT,2025 Dec 19 02:28:00 PM,25-916032,GRAND THEFT,12X,44TH ST & WEBSTER ST,Oakland,CA,14
PETTY THEFT,2025 Dec 19 03:00:00 PM,25-055318,THEFT,30X,7200 FRESNO ST,Oakland,CA,15
PETTY THEFT,2025 Dec 19 03:00:00 PM,25-055115,THEFT,12Y,5700 CLAREMONT AV,Oakland,CA,15
GRAND THEFT,2025 Dec 19 03:45:00 PM,25-916033,GRAND THEFT,"01X",600 3RD ST,Oakland,CA,15
PETTY THEFT,2025 Dec 19 04:00:00 PM,25-055179,THEFT,22Y,2900 DELAWARE ST,Oakland,CA,16
PETTY THEFT,2025 Dec 19 05:30:00 PM,25-915819,THEFT,77X,1100 KIRKHAM ST,Oakland,CA,17
PETTY THEFT,2025 Dec 19 05:48:00 PM,25-915815,THEFT,"04X",1500 ALICE ST,Oakland,CA,17
GRAND THEFT,2025 Dec 19 06:00:00 PM,25-915743,GRAND THEFT,30X,7400 HOLLY ST,Oakland,CA,18
PETTY THEFT,2025 Dec 19 10:00:00 PM,25-055482,THEFT,25Y,700 CANYON OAKS DR,Oakland,CA,22
GRAND THEFT,2025 Dec 19 10:35:00 PM,25-915742,GRAND THEFT,16Y,4000 EVERETT AV,Oakland,CA,22
PETTY THEFT,2025 Dec 19 11:36:00 PM,25-915820,THEFT,18Y,3100 ARDLEY AV,Oakland,CA,23
PETTY THEFT,2025 Dec 20 12:00:00 AM,25-056086,THEFT,29X,3300 64TH AV PL,Oakland,CA,0
PETTY THEFT,2025 Dec 20 12:00:00 AM,25-055217,THEFT,"03X",200 13TH ST,Oakland,CA,0
PETTY THEFT,2025 Dec 20 12:00:00 AM,26-000775,THEFT,26Y,6000 EASTLAWN ST,Oakland,CA,0
GRAND THEFT,2025 Dec 20 12:00:00 AM,26-000061,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,33X,1000 82ND AV,Oakland,CA,0
GRAND THEFT,2025 Dec 20 12:00:00 AM,26-900237,GRAND THEFT,20X,2600 E 12TH ST,Oakland,CA,0
GRAND THEFT,2025 Dec 20 01:00:00 AM,25-915739,GRAND THEFT,"08X",300 27TH ST,Oakland,CA,1
GRAND THEFT,2025 Dec 20 01:00:00 AM,26-900022,THEFT,13X,6100 BROADWAY TER,Oakland,CA,1
GRAND THEFT,2025 Dec 20 05:00:00 AM,25-916014,GRAND THEFT,25X,4700 FAIR AV,Oakland,CA,5
ROBBERY,2025 Dec 20 08:03:00 AM,25-055176,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",19X,17TH AV & INTERNATIONAL BLVD,Oakland,CA,8
PETTY THEFT,2025 Dec 20 10:14:00 AM,25-915818,THEFT,22X,2500 LEIMERT BLVD,Oakland,CA,10
GRAND THEFT,2025 Dec 20 10:45:00 AM,25-915862,GRAND THEFT,13Y,5700 THORNHILL DR,Oakland,CA,10
GRAND THEFT,2025 Dec 20 10:58:00 AM,25-915894,GRAND THEFT,26Y,1100 SEMINARY AV,Oakland,CA,10
PETTY THEFT,2025 Dec 20 11:00:00 AM,25-056595,THEFT,"08X",400 38TH ST,Oakland,CA,11
PETTY THEFT,2025 Dec 20 11:40:00 AM,25-915817,THEFT,29X,3400 66TH AV,Oakland,CA,11
PETTY THEFT,2025 Dec 20 01:30:00 PM,26-027268,THEFT,32X,9800 INTERNATIONAL BLVD,Oakland,CA,13
PETTY THEFT,2025 Dec 20 01:42:00 PM,25-055218,THEFT,"03X",200 13TH ST,Oakland,CA,13
PETTY THEFT,2025 Dec 20 02:13:00 PM,25-055222,THEFT,19X,500 23RD AV,Oakland,CA,14
PETTY THEFT,2025 Dec 20 02:15:00 PM,25-055232,THEFT,24X,3700 LYON AV,Oakland,CA,14
PETTY THEFT,2025 Dec 20 04:00:00 PM,25-055338,THEFT,22Y,3200 MADELINE ST,Oakland,CA,16
PETTY THEFT,2025 Dec 20 04:00:00 PM,25-055231,THEFT,10Y,900 53RD ST,Oakland,CA,16
PETTY THEFT,2025 Dec 20 04:20:00 PM,25-055244,THEFT,"03Y",400 7TH ST,Oakland,CA,16
PETTY THEFT,2025 Dec 20 04:30:00 PM,25-915790,MAIL/ETC THEFT/ETC,"09X",1900 PLEASANT VALLEY RD,Oakland,CA,16
PETTY THEFT,2025 Dec 20 04:45:00 PM,25-055248,THEFT,"09X",200 WHITMORE ST,Oakland,CA,16
GRAND THEFT,2025 Dec 20 05:00:00 PM,25-915889,GRAND THEFT,31Y,9800 KITTY LN,Oakland,CA,17
PETTY THEFT,2025 Dec 20 06:00:00 PM,25-055833,THEFT,"07X",1500 32ND ST,Oakland,CA,18
GRAND THEFT,2025 Dec 20 08:30:00 PM,25-915736,GRAND THEFT,22X,2700 MONTEREY BLVD,Oakland,CA,20
PETTY THEFT,2025 Dec 20 09:00:00 PM,25-055289,THEFT,32X,107TH AV & SAN LEANDRO ST,Oakland,CA,21
GRAND THEFT,2025 Dec 20 09:28:00 PM,25-055783,TRESPASS:OCCUPY PROPERTY W/O CONSENT,32X,98TH AV & C ST,Oakland,CA,21
GRAND THEFT,2025 Dec 20 09:28:00 PM,25-055783,GRAND THEFT,32X,98TH AV & C ST,Oakland,CA,21
ROBBERY,2025 Dec 20 09:30:00 PM,25-055633,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",32X,1300 99TH AV,Oakland,CA,21
ROBBERY,2025 Dec 20 09:30:00 PM,25-055633,CARJACKING WITH OTHER DANGEROUS WEAPON,32X,1300 99TH AV,Oakland,CA,21
PETTY THEFT,2025 Dec 20 11:47:00 PM,25-915784,MAIL/ETC THEFT/ETC,17Y,1000 BELLA VISTA AV,Oakland,CA,23
PETTY THEFT,2025 Dec 21 12:00:00 AM,25-055620,THEFT,25X,4100 BAYO ST,Oakland,CA,0
GRAND THEFT,2025 Dec 21 12:00:00 AM,25-055547,GRAND THEFT,27Y,1900 SEMINARY AV,Oakland,CA,0
PETTY THEFT,2025 Dec 21 12:00:00 AM,25-055662,THEFT,23X,3200 E 16TH ST,Oakland,CA,0
GRAND THEFT,2025 Dec 21 12:00:00 AM,25-915713,GRAND THEFT,32X,1500 CHANDLER ST,Oakland,CA,0
ROBBERY,2025 Dec 21 12:45:00 AM,25-055281,ROBBERY-FIREARM,20X,E 12TH ST & 29TH AV,Oakland,CA,0
PETTY THEFT,2025 Dec 21 02:39:00 AM,25-055457,THEFT,35X,9700 ELMVIEW DR,Oakland,CA,2
GRAND THEFT,2025 Dec 21 04:15:00 AM,25-915714,GRAND THEFT,"08X",3800 CLARKE ST,Oakland,CA,4
